,name,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,bpm,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,hiphop.00023.wav,0.3905032,0.08623408,0.1904764,0.003100154,92.28515625,2240.2899868283666,250733.01431034371,2193.980955954686,64418.894312337994,4728.4366050065255,915711.3554608529,0.10665716538573086,0.0012994837034952156,-1.551194e-05,0.017381653,-0.00035501356,0.010510653,-44.72336959838867,101.19369506835938,-26.26249885559082,52.9281120300293,-11.71543025970459,26.94474983215332,-13.282814979553223,20.712087631225586,-17.486722946166992,11.862878799438477,-10.666727066040039,8.381840705871582,-15.4269380569458,4.878397464752197,-10.051115989685059,4.564088344573975,-1.991847276687622,7.97923469543457,1.2123256921768188,1.365208625793457,1259.0406494140625,333.59619140625,198.09210205078125,97.98021697998047,141.67945861816406,71.07927703857422,87.37356567382812,61.048675537109375,50.55802536010742,44.839290618896484,47.23723220825195,40.87055969238281,37.06045150756836,41.4995231628418,40.722816467285156,48.96519088745117,38.87482833862305,39.14336395263672,40.735939025878906,45.67312240600586,hiphop
1,hiphop.00005.wav,0.5009076,0.080225684,0.26158613,0.005393871,71.77734375,2709.1715231555363,248052.85238216814,2510.8480058517707,48496.917194697606,5794.946345707656,492935.5606001071,0.12458309164733179,0.0026125497393062083,-0.00028448596,0.03247471,-0.0028988451,0.018902516,-11.706974029541016,81.9766616821289,-8.50862979888916,52.773780822753906,-14.692110061645508,31.962574005126953,-19.680723190307617,22.857765197753906,-14.704154014587402,14.509824752807617,-10.07854175567627,14.002206802368164,-8.072070121765137,7.42814826965332,-5.495323181152344,12.837336540222168,-3.695439338684082,6.218711853027344,-2.584941864013672,0.10216537117958069,1349.4052734375,385.41326904296875,238.55418395996094,232.21768188476562,153.857421875,105.8657455444336,115.28040313720703,88.286865234375,61.6109504699707,81.166748046875,76.66607666015625,66.49193572998047,52.02605438232422,43.40441131591797,39.339168548583984,43.3410758972168,41.85243225097656,45.050838470458984,38.22114181518555,41.19546127319336,hiphop
2,hiphop.00038.wav,0.42764464,0.09207206,0.2926879,0.013969217,184.5703125,2363.017438061907,324383.96434425074,2384.234166786244,221911.4546377164,4735.809571917369,1809183.9078095374,0.10522440876643385,0.0020239469254309905,0.0013480905,0.03933656,-0.0030593665,0.030385427,-27.39556884765625,78.23584747314453,-17.685041427612305,29.765792846679688,5.6496500968933105,1.6253576278686523,4.279958724975586,9.036849021911621,-2.310666561126709,6.331395149230957,0.0505937822163105,-0.47360190749168396,-0.8530411124229431,-1.7621783018112183,-0.08043961971998215,3.5109007358551025,0.7475903034210205,1.1777526140213013,-1.2132562398910522,-3.5469648838043213,6467.8857421875,654.326904296875,784.7623901367188,563.24169921875,297.94000244140625,310.5294189453125,144.48924255371094,164.44482421875,149.28375244140625,100.75604248046875,118.79762268066406,94.26960754394531,80.82996368408203,77.56563568115234,58.32502365112305,55.39159393310547,54.58539962768555,50.93315887451172,53.30318069458008,66.4424819946289,hiphop
3,hiphop.00089.wav,0.48528266,0.08971091,0.12068817,0.0019544947,123.046875,2669.947535799815,338143.237158634,2396.5034787087584,70809.63379813146,5526.430800010876,936023.7989859164,0.11757230943058777,0.003453093160808795,-2.1367403e-05,0.009037875,-0.0006350158,0.0036968694,-103.14578247070312,74.0963134765625,-22.450448989868164,51.5986328125,-7.0803446769714355,32.66975784301758,-14.982949256896973,19.6383056640625,-7.0651373863220215,22.26523208618164,-7.316590309143066,17.61652946472168,-0.035863395780324936,14.716656684875488,-4.235780715942383,10.654610633850098,-6.327600955963135,1.0404119491577148,-1.8256199359893799,5.5567803382873535,1708.1513671875,396.6913146972656,313.7429504394531,135.35206604003906,142.19444274902344,71.77594757080078,67.72111511230469,63.32951354980469,60.444244384765625,45.171897888183594,59.75074768066406,45.28473663330078,65.00638580322266,41.5964241027832,42.905372619628906,40.500587463378906,52.9422607421875,47.060791015625,51.69865417480469,66.81835174560547,hiphop
4,hiphop.00011.wav,0.4573043,0.08539686,0.20370935,0.0066062678,135.99917763157896,2095.493684414424,430350.3375462537,2241.0014684922553,110809.27490013195,4581.942543684745,1717747.1036535944,0.09415142534319412,0.003422177139843083,-3.7347418e-05,0.020214075,-0.0011351968,0.012435835,-74.21385192871094,104.6032943725586,-8.389850616455078,49.65143966674805,-9.374009132385254,21.45152473449707,-16.3361873626709,18.779909133911133,-13.071928977966309,18.470474243164062,-14.949953079223633,6.884744644165039,-15.329197883605957,4.779245376586914,-11.102331161499023,4.739863395690918,-2.8093810081481934,6.800127029418945,-5.809848308563232,-3.77382755279541,2634.609130859375,672.7135620117188,544.2645874023438,280.7791442871094,164.5553741455078,137.84420776367188,144.3732147216797,104.23648071289062,80.86254119873047,67.0909652709961,63.956871032714844,61.13776779174805,50.568572998046875,62.84818649291992,52.78579330444336,76.97114562988281,101.67607116699219,107.98507690429688,103.88381958007812,92.30772399902344,hiphop
5,hiphop.00050.wav,0.42583814,0.09747456,0.27367222,0.010577342,99.38401442307692,1683.4272322978072,648886.4489520985,2427.648677637542,349489.70435776847,3618.5440382105567,4806833.131725432,0.04243024337780356,0.0009610985417768408,-1.1170461e-05,0.048637733,0.00023702842,0.01648835,-114.05457305908203,110.12893676757812,17.897541046142578,37.944332122802734,27.987619400024414,1.4057868719100952,15.552602767944336,1.4244986772537231,7.35958194732666,-3.319525957107544,8.256998062133789,-0.1889065057039261,0.6798427104949951,3.3433780670166016,-2.470963478088379,0.7678117752075195,-4.851185321807861,-2.3955531120300293,-3.28541898727417,-4.608736991882324,4385.9638671875,1221.969482421875,790.1597290039062,310.8818054199219,319.8773193359375,199.1033935546875,166.65174865722656,113.54124450683594,91.38932800292969,105.01040649414062,84.05101013183594,64.63160705566406,78.18086242675781,56.31698226928711,47.46062088012695,41.233436584472656,38.65595245361328,44.0467529296875,45.76847839355469,45.482059478759766,hiphop
6,hiphop.00020.wav,0.49626616,0.080017366,0.17585227,0.0056667905,117.45383522727273,2678.1366853576533,467459.40176904155,2262.492874269033,93265.76490164592,5267.091429814385,1045048.1720979984,0.1080872667730085,0.0057515089184054695,6.5502645e-05,0.026344651,0.00038944822,0.006493539,-122.2618179321289,50.571388244628906,-27.801025390625,66.5802993774414,-6.6053147315979,32.0711555480957,-8.241497993469238,22.450729370117188,-6.943716049194336,21.06760597229004,-6.176519870758057,13.646000862121582,-3.0987207889556885,8.706401824951172,-2.916534185409546,3.6900391578674316,0.28579843044281006,12.886933326721191,14.645563125610352,15.36166763305664,4727.6474609375,1042.5220947265625,792.7686767578125,484.7203063964844,295.1823425292969,162.5151824951172,244.54660034179688,128.85704040527344,153.7187042236328,119.81330108642578,123.05147552490234,94.90117645263672,137.7469024658203,94.43025970458984,99.20185089111328,109.21061706542969,175.7255096435547,181.60809326171875,202.43316650390625,225.66493225097656,hiphop
7,hiphop.00057.wav,0.39749277,0.09836193,0.2247038,0.004116224,89.10290948275862,1811.5103203177212,413114.05717306654,2279.639247801251,107842.71871523246,3890.7900073412125,1755954.2049732462,0.051442110160479504,0.0014842571583784082,1.6289505e-06,0.039655395,-7.141222e-05,0.005273778,-113.62305450439453,87.05368041992188,-0.6411240696907043,52.26164245605469,19.378110885620117,19.675209045410156,15.385645866394043,13.703337669372559,6.950014114379883,9.077204704284668,7.971613883972168,4.416630268096924,-0.154311403632164,-0.4344198703765869,0.22512798011302948,-0.8328567743301392,-2.180309534072876,-1.991999626159668,-4.4398932456970215,-4.29970121383667,3846.964111328125,514.8385620117188,505.453125,175.3667755126953,137.02992248535156,93.11756134033203,84.5687255859375,69.0326919555664,38.49064254760742,52.42069625854492,42.20339584350586,57.688594818115234,64.42376708984375,58.25450897216797,26.95965003967285,37.52569580078125,56.12562942504883,44.55961608886719,35.96333694458008,53.09547805786133,hiphop
8,hiphop.00025.wav,0.5229611,0.07267612,0.25150633,0.0073311487,107.666015625,2305.154159930828,501897.2408789949,2226.967938410735,91708.43463113363,4814.935798379495,1331396.472847185,0.10742489607501933,0.004583549047844538,-9.173505e-06,0.033313747,-0.00034809613,0.019929882,-44.338443756103516,93.38642883300781,-22.30942726135254,48.852542877197266,-13.90401554107666,34.41306686401367,-6.325920104980469,25.873788833618164,-12.33995246887207,20.430221557617188,-5.762978553771973,11.86552619934082,-11.554360389709473,10.151673316955566,-3.9578185081481934,10.602380752563477,0.8375742435455322,9.212481498718262,1.7233541011810303,-0.21945425868034363,2313.266357421875,603.7112426757812,749.0294189453125,260.7576904296875,210.32565307617188,130.94775390625,140.51385498046875,94.23976135253906,74.26871490478516,61.40320587158203,69.92625427246094,55.14707946777344,67.45467376708984,52.071266174316406,72.04976654052734,77.69285583496094,86.56330108642578,87.86698150634766,91.5551528930664,102.89891815185547,hiphop
9,hiphop.00013.wav,0.34253022,0.096765645,0.13663132,0.001052589,103.359375,1798.6768468904265,484718.20971736644,1688.083876219235,455574.30312459596,3626.8209152044665,2883950.4962601666,0.09662455288089714,0.0014095017849721952,-0.0001500631,0.010067522,-0.00014527437,0.0040595755,-129.32366943359375,141.71290588378906,-42.47718811035156,34.01385498046875,-6.9758524894714355,8.70218563079834,-11.367335319519043,15.941672325134277,-9.015237808227539,6.635536193847656,-8.340362548828125,7.552734375,-5.472686767578125,5.86914587020874,-3.156407356262207,-1.6924474239349365,-8.804315567016602,-4.851141929626465,-9.280404090881348,2.12821102142334,4846.3828125,2749.248291015625,1057.4713134765625,614.589111328125,436.1388244628906,510.8725280761719,174.783935546875,217.3747100830078,90.56710052490234,83.99957275390625,139.48779296875,100.14705657958984,113.5890121459961,86.61241149902344,81.35779571533203,37.73631286621094,55.697113037109375,64.96212005615234,38.35612487792969,56.776451110839844,hiphop
